,SiteEnergyUse(kBtu),TotalGHGEmissions,PrimaryPropertyType,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFABuilding(s),PropertyGFAParking,ENERGYSTARScore,proportion_SteamUse(kBtu),proportion_Electricity(kBtu),proportion_NaturalGas(kBtu)
3268,7768057.5,82.58,Supermarket / Grocery Store,47.67034,-122.3873,2010,1.0,8,41198,0,44.0,0.0,0.9206761149746896,0.0793238206591545
3276,4926695.0,103.65,Residence Hall,47.65718,-122.31632,2011,1.0,0,176225,0,91.0,0.0,0.6951085869939179,0.3048914130060822
3278,15965859.0,437.2,Residence Hall,47.65577,-122.3153,1953,1.0,0,166991,0,19.0,0.0,0.5575978718088391,0.44240206555751244
3279,6960904.5,48.53,Residence Hall,47.65447,-122.31733,1970,1.0,0,89392,0,16.0,0.0,0.9999999281702543,0.0
3280,3894142.5,62.41,Residence Hall,47.65176,-122.30756,2011,1.0,0,97040,0,69.0,0.0,0.8037261091498321,0.19627376245219583
3281,16371039.0,213.7,Large Office,47.62384,-122.33941,2014,1.0,6,427181,0,99.0,0.0,0.8681818545542528,0.13181802327879127
3319,5525072.5,50.32,Hotel,47.61665,-122.33261,2015,1.0,14,144614,0,89.0,0.0,0.9536902909418836,0.04630961856156639
3320,12720069.0,147.14,Large Office,47.62146,-122.33976,2014,1.0,12,317442,163260,99.0,0.0,0.9003856818701219,0.09961416089802658
3324,13998638.0,202.12,Large Office,47.62263,-122.33976,2015,1.0,12,317189,166208,98.0,0.0,0.8381542547210664,0.16184567384341247
3337,6042399.5,131.02,Hotel,47.65476,-122.34732,2014,1.0,4,85284,41539,72.0,0.0,0.6811234510396077,0.31887646621180876
3338,3605855.5,157.7,Warehouse,47.54425,-122.31776,1955,1.0,1,47863,4222,37.0,0.0,0.20322583642078834,0.7967740249158626
3339,4420650.5,134.8,Small- and Mid-Sized Office,47.53161,-122.29944,1929,1.0,2,24990,0,9.0,0.0,0.4902059097411116,0.5097939771533624
3347,1325972.75,9.24,K-12 School,47.58831,-122.3065,2015,1.0,3,45000,0,77.0,0.0,1.0000001885408278,0.0
